,ID,age_band,gender,car_model,car_segment,age_of_vehicle_years,sched_serv_warr,non_sched_serv_warr,sched_serv_paid,non_sched_serv_paid,total_paid_services,total_services,mth_since_last_serv,annualised_mileage,num_dealers_visited,num_serv_dealer_purchased
2365,2769,1.0,0,3.0,1,8,6,7,7,8,8,5,10,5,8,2
2367,2771,5.0,0,1.0,3,5,8,6,5,9,8,8,8,5,5,9
2372,2776,1.0,1,1.0,3,8,7,9,5,9,8,9,2,8,6,10
2380,2784,5.0,1,2.0,1,5,7,2,7,2,4,4,6,6,6,6
2388,2794,5.0,1,1.0,3,3,5,3,6,4,4,5,3,7,8,6
2399,2805,4.0,1,7.0,1,9,5,8,6,10,10,6,9,7,10,5
2401,2807,4.0,0,4.0,3,6,10,9,5,5,4,10,7,10,3,10
2404,2811,5.0,1,3.0,1,10,9,10,8,9,9,10,8,8,3,10
2424,2834,1.0,0,1.0,3,7,8,10,7,9,8,10,5,7,10,7
2429,2841,5.0,1,3.0,1,5,10,10,9,8,9,10,3,10,4,10
2433,2845,3.0,1,6.0,0,7,10,4,6,3,4,10,7,9,3,10
2441,2853,3.0,0,5.0,3,9,3,3,4,4,3,3,10,6,8,5
2449,2861,2.0,0,3.0,1,3,7,3,5,2,3,4,8,5,6,6
2450,2862,4.0,0,5.0,3,10,2,2,3,1,2,2,2,2,1,1
2469,2884,3.0,0,3.0,1,6,4,6,4,3,3,4,4,10,4,6
2476,2894,2.0,0,2.0,1,8,2,4,1,4,3,2,10,2,8,4
2478,2898,2.0,0,3.0,1,7,6,10,5,10,9,9,8,7,7,10
2482,2902,3.0,0,2.0,1,8,4,8,4,7,5,5,8,10,4,7
2487,2907,2.0,0,1.0,3,8,10,9,10,10,10,10,5,10,9,10
2491,2911,1.0,1,10.0,3,5,1,7,3,5,3,4,7,5,3,2
2500,2923,2.0,1,7.0,1,10,9,9,9,5,7,9,3,8,9,9
2512,2938,2.0,0,3.0,1,8,10,10,10,8,10,10,4,9,6,1
2513,2939,3.0,0,1.0,3,6,9,7,9,5,6,8,9,9,6,9
2514,2940,4.0,1,8.0,0,6,7,8,8,8,8,7,7,8,7,9
2520,2949,3.0,1,0.0,0,10,6,7,5,4,3,5,10,6,9,4
2522,2951,2.0,0,2.0,1,7,3,2,2,1,1,2,1,2,2,3
2535,2966,3.0,1,3.0,1,6,4,8,3,7,6,5,8,7,4,7
2539,2970,3.0,1,0.0,0,10,7,2,8,3,5,4,10,5,3,7
2541,2972,1.0,0,1.0,3,5,10,10,8,9,9,10,2,10,7,10
2554,2993,5.0,1,2.0,1,4,7,9,6,7,6,9,3,6,8,10
2560,3001,4.0,1,1.0,3,10,6,4,7,6,6,4,6,10,10,5
2565,3007,1.0,0,0.0,0,8,10,10,10,9,10,10,5,10,5,1
2575,3019,2.0,1,1.0,3,9,5,4,6,4,4,4,10,5,4,6
2577,3021,1.0,1,7.0,1,10,4,6,3,7,6,5,7,9,3,6
2586,3031,5.0,1,3.0,1,9,2,8,3,9,8,5,10,3,5,7
2589,3035,2.0,0,5.0,3,6,10,4,9,4,7,8,3,6,8,9
2595,3041,4.0,1,1.0,3,7,9,10,8,7,8,9,4,6,9,9
2600,3047,5.0,1,3.0,1,8,6,8,7,9,8,6,8,8,5,8
2605,3056,2.0,0,3.0,1,8,7,10,8,10,9,10,9,6,10,10
2606,3058,3.0,1,0.0,0,8,6,7,7,5,6,6,3,7,5,8
2610,3062,5.0,1,1.0,3,9,10,2,8,1,6,7,7,9,5,8
2615,3068,2.0,0,3.0,1,5,9,6,8,10,10,8,6,7,9,8
2629,3085,1.0,1,7.0,1,8,9,4,10,4,8,7,3,9,3,8
2650,3111,4.0,1,0.0,0,6,6,6,10,10,10,6,6,10,4,8
2655,3118,5.0,1,1.0,3,8,6,6,8,7,8,6,7,5,3,2
2660,3123,4.0,0,1.0,3,7,8,7,10,5,9,7,7,9,10,6
2662,3126,3.0,0,1.0,3,7,8,9,9,10,10,9,8,10,8,10
2668,3132,0.0,0,1.0,3,7,10,9,5,6,5,10,6,8,3,10
2671,3135,4.0,1,6.0,0,6,8,10,6,8,7,10,6,10,6,10
2676,3145,4.0,1,2.0,1,8,8,3,8,1,5,6,10,9,4,7
2681,3153,1.0,0,1.0,3,8,2,4,2,5,3,2,10,1,3,4
2699,3176,6.0,0,2.0,1,10,4,10,3,6,4,8,10,3,7,9
2702,3179,2.0,1,0.0,0,6,4,7,3,7,6,4,8,5,4,6
2706,3184,2.0,0,1.0,3,9,1,1,1,1,2,1,2,1,1,1
2728,3207,2.0,1,3.0,1,10,10,10,7,6,6,10,9,8,9,10
2731,3210,2.0,1,5.0,3,6,4,9,5,9,7,7,4,7,6,9
2732,3211,5.0,1,2.0,1,5,9,9,5,4,4,9,2,9,7,10
2733,3212,1.0,0,5.0,3,5,7,5,6,5,5,6,6,4,7,7
2740,3219,3.0,1,6.0,0,6,8,6,8,6,7,8,6,9,10,8
2749,3229,2.0,1,1.0,3,8,8,10,8,9,9,10,5,9,8,10
2770,3251,3.0,0,1.0,3,5,9,7,8,4,6,9,6,6,10,6
2775,3259,4.0,1,5.0,3,9,7,2,7,3,4,4,10,7,7,6
2781,3267,5.0,1,5.0,3,9,5,6,6,3,4,5,10,4,3,7
2787,3276,1.0,1,5.0,3,6,1,3,1,1,1,1,2,2,1,2
2790,3280,5.0,1,6.0,0,1,3,1,3,1,1,2,1,2,1,3
2794,3284,1.0,0,1.0,3,5,8,9,5,5,4,9,8,5,6,10
2803,3294,1.0,0,6.0,0,10,3,9,4,8,7,6,10,7,9,7
2805,3296,2.0,1,5.0,3,10,6,7,7,7,6,6,9,8,10,6
2811,3303,6.0,1,11.0,1,5,4,5,4,7,5,4,9,3,7,5
2820,3318,2.0,1,4.0,3,7,2,8,1,9,7,5,10,3,8,6
2833,3331,5.0,1,5.0,3,9,6,5,7,6,6,4,9,5,5,6
2837,3335,3.0,1,6.0,0,10,7,8,8,10,10,7,10,4,8,9
2839,3338,1.0,1,6.0,0,8,7,1,6,1,4,5,9,6,5,6
2841,3340,2.0,1,1.0,3,6,10,1,5,1,3,9,6,5,5,9
2849,3348,1.0,0,1.0,3,5,7,6,5,9,8,6,8,4,5,8
2854,3353,5.0,1,7.0,1,7,6,8,5,7,6,7,5,9,10,8
2859,3358,0.0,0,3.0,1,7,8,7,9,4,6,7,5,6,8,8
2862,3361,4.0,1,6.0,0,9,10,10,9,7,8,10,4,8,4,10
2866,3366,3.0,0,1.0,3,9,9,7,9,5,7,8,5,6,3,9
2869,3369,5.0,1,2.0,1,7,5,6,6,8,7,5,10,3,5,7
2880,3382,2.0,1,1.0,3,7,9,8,9,10,10,9,5,9,9,8
2885,3388,4.0,0,1.0,3,8,8,9,9,8,8,9,6,4,3,10
2887,3390,2.0,1,7.0,1,10,8,10,10,8,9,10,9,7,9,10
2891,3395,5.0,1,1.0,3,9,9,6,9,5,7,7,6,7,3,8
2892,3396,1.0,1,0.0,0,8,3,6,3,4,3,4,10,3,10,5
2893,3397,2.0,1,10.0,3,6,2,4,2,3,2,3,8,4,7,2
2895,3401,1.0,0,3.0,1,6,7,8,7,8,8,7,4,9,3,3
2897,3403,4.0,0,5.0,3,9,4,9,3,7,5,7,10,3,7,8
2905,3411,3.0,1,3.0,1,10,8,6,10,9,10,7,9,9,7,9
2914,3421,5.0,0,1.0,3,6,4,3,4,7,5,3,10,3,7,5
2916,3423,4.0,1,1.0,3,7,1,1,1,2,1,1,1,1,1,1
2921,3432,1.0,0,7.0,1,7,6,7,6,5,5,5,8,7,8,7
2942,3456,2.0,0,1.0,3,10,9,8,10,6,9,9,7,6,6,10
2946,3460,4.0,1,0.0,0,5,1,4,1,7,5,3,10,1,8,4
2948,3463,5.0,1,2.0,1,7,7,7,9,3,6,6,5,5,3,8
2949,3464,1.0,1,5.0,3,9,7,7,8,6,7,7,10,6,10,3
2956,3472,5.0,1,0.0,0,8,4,5,4,8,6,3,10,3,7,1
2968,3486,3.0,0,5.0,3,10,4,1,5,3,3,2,10,3,6,5
2969,3487,5.0,1,14.0,3,8,4,5,3,3,2,3,9,3,6,5
2974,3493,1.0,0,1.0,3,5,7,9,7,7,7,9,7,8,3,2
2978,3497,2.0,1,0.0,0,10,8,1,9,1,7,6,9,5,6,7
2982,3502,3.0,1,2.0,1,10,5,8,5,8,7,6,10,3,7,2
2983,3503,5.0,1,7.0,1,5,10,5,8,4,6,9,6,6,3,9
2987,3507,2.0,0,1.0,3,8,6,6,7,5,5,5,9,5,9,5
2991,3512,2.0,0,5.0,3,6,7,4,8,3,6,5,7,7,5,7
2993,3515,3.0,1,5.0,3,10,8,9,9,7,8,9,5,6,8,10
2994,3516,3.0,1,7.0,1,6,1,1,1,3,1,1,2,1,1,1
2996,3518,1.0,0,3.0,1,10,3,7,4,6,4,4,9,6,10,4
3002,3526,5.0,1,1.0,3,5,9,3,9,2,7,6,4,5,5,7
3003,3527,1.0,0,5.0,3,8,3,1,5,1,3,2,10,3,6,4
3007,3531,4.0,1,2.0,1,10,5,7,7,10,10,5,9,4,2,3
3015,3541,5.0,1,2.0,1,9,7,9,8,8,8,8,10,3,10,8
3052,3582,1.0,1,6.0,0,5,5,7,4,10,9,4,10,3,3,6
3055,3585,3.0,0,2.0,1,9,10,5,10,4,9,8,3,10,9,4
3073,3605,2.0,0,3.0,1,9,9,10,9,10,10,10,3,10,9,5
3080,3614,4.0,0,3.0,1,8,5,10,7,10,10,10,7,8,10,7
3081,3615,5.0,1,0.0,0,9,5,1,4,1,3,3,10,3,4,5
3084,3619,1.0,1,0.0,0,6,9,6,8,10,10,7,9,9,10,5
3094,3630,4.0,0,1.0,3,9,10,8,9,6,7,9,7,8,4,10
3095,3633,1.0,0,3.0,1,10,1,10,2,10,9,8,5,9,9,8
3100,3638,2.0,1,3.0,1,5,9,10,5,8,7,10,6,5,6,10
3111,3650,2.0,1,0.0,0,6,4,9,5,7,5,7,3,9,10,4
3115,3657,3.0,1,1.0,3,10,10,10,10,10,10,10,5,10,3,3
3133,3679,4.0,1,2.0,1,6,3,5,2,7,5,3,8,3,10,4
3142,3688,4.0,1,0.0,0,8,7,8,10,6,8,7,9,5,9,7
3153,3701,3.0,0,1.0,3,10,3,10,3,7,5,10,5,9,3,10
3159,3708,5.0,0,1.0,3,10,3,9,6,8,7,7,10,4,5,8
3166,3715,6.0,0,1.0,3,9,3,6,5,6,5,5,10,3,6,6
3169,3718,4.0,0,1.0,3,9,3,3,2,1,2,1,1,1,2,1
3173,3724,2.0,0,3.0,1,7,10,9,10,10,10,10,4,8,9,5
3177,3728,3.0,0,5.0,3,7,3,7,4,3,3,5,9,4,5,7
3187,3739,3.0,0,3.0,1,9,8,5,9,4,6,5,8,9,10,5
3191,3743,1.0,1,0.0,0,8,4,7,4,7,6,5,8,9,3,3
3192,3744,3.0,0,1.0,3,7,2,3,2,3,2,3,10,3,8,4
3208,3762,1.0,1,7.0,1,9,8,9,8,9,9,9,8,7,7,9
3214,3769,1.0,1,1.0,3,8,6,10,6,8,7,9,4,7,9,9
3223,3779,1.0,1,1.0,3,7,5,5,7,5,5,5,10,4,3,6
3225,3782,2.0,1,1.0,3,10,10,10,10,10,10,10,7,10,5,10
3243,3806,2.0,0,4.0,3,6,7,7,8,3,5,7,7,7,4,8
3245,3808,0.0,0,6.0,0,10,5,8,7,7,7,6,10,6,9,7
3253,3817,2.0,0,3.0,1,9,6,5,6,3,4,5,10,4,5,7
3257,3822,3.0,0,4.0,3,10,5,9,5,9,8,7,8,8,10,7
3278,3844,1.0,0,3.0,1,7,7,3,8,1,5,4,6,5,6,3
3292,3858,3.0,1,2.0,1,6,6,7,6,5,4,6,7,5,3,7
3304,3875,4.0,0,4.0,3,7,5,5,5,4,3,4,9,5,9,5
3309,3880,4.0,1,5.0,3,6,5,4,5,4,3,4,9,3,7,5
3319,3891,2.0,1,0.0,0,8,4,7,4,6,4,4,9,8,7,6
3322,3894,3.0,0,4.0,3,8,7,7,9,5,7,7,8,7,5,8
3330,3906,6.0,0,1.0,3,4,9,3,7,1,5,7,6,5,5,8
3334,3911,3.0,0,1.0,3,7,10,10,9,8,9,10,5,10,8,10
3342,3922,0.0,0,3.0,1,8,4,6,6,4,4,4,6,8,6,6
3343,3924,5.0,1,2.0,1,9,3,5,4,4,3,3,10,3,5,5
3354,3935,1.0,1,5.0,3,7,5,2,6,2,3,3,8,3,3,3
3367,3950,2.0,1,2.0,1,6,6,7,7,5,5,7,5,7,5,4
3374,3958,5.0,1,6.0,0,7,9,6,9,10,10,7,7,9,6,1
3384,3969,5.0,0,1.0,3,8,6,5,6,5,5,4,10,3,8,6
3389,3974,1.0,1,1.0,3,8,9,9,9,6,7,9,9,8,5,10
3391,3977,1.0,0,1.0,3,9,1,3,1,2,2,2,2,2,1,3
3395,3981,1.0,1,6.0,0,5,9,6,10,6,8,7,3,8,6,9
3396,3984,3.0,0,7.0,1,10,10,10,10,10,10,10,5,10,7,10
3397,3986,4.0,0,5.0,3,10,8,10,10,7,8,9,3,7,5,4
3400,3989,3.0,1,1.0,3,6,10,8,9,9,9,9,4,10,10,7
3413,4005,0.0,0,2.0,1,5,7,2,6,2,3,5,9,3,6,3
3423,4018,5.0,1,2.0,1,8,7,9,8,9,8,8,7,8,4,9
3431,4026,4.0,0,2.0,1,3,3,8,3,9,7,4,6,4,6,6
3442,4039,3.0,1,1.0,3,10,5,9,10,6,10,8,8,9,9,9
3459,4058,5.0,1,2.0,1,8,8,5,9,9,9,8,7,8,6,8
3463,4062,3.0,1,1.0,3,8,5,9,10,8,9,7,5,7,6,9
3470,4070,3.0,1,0.0,0,7,4,5,5,9,9,3,10,3,4,5
3485,4090,0.0,1,6.0,0,6,7,7,9,9,9,6,7,6,7,8
3488,4093,5.0,1,1.0,3,5,1,1,2,3,2,1,2,1,1,1
3510,4115,2.0,0,1.0,3,7,10,7,8,6,6,9,8,5,5,10
3515,4121,0.0,1,6.0,0,9,5,10,9,10,10,9,9,7,10,9
3518,4125,5.0,0,3.0,1,4,10,8,8,8,8,9,5,7,7,9
3520,4128,1.0,0,1.0,3,10,7,7,9,6,7,7,9,9,5,8
3523,4131,3.0,0,7.0,1,10,10,8,9,6,8,9,8,8,4,10
3524,4132,4.0,1,1.0,3,6,3,5,4,6,5,4,9,4,9,5
3535,4143,5.0,0,1.0,3,7,7,7,9,9,9,8,7,6,7,9
3540,4149,0.0,0,5.0,3,7,8,10,9,9,9,10,5,10,10,9
3547,4158,4.0,0,3.0,1,6,6,10,8,10,10,10,4,6,3,10
3548,4159,5.0,1,11.0,1,9,9,5,10,3,9,8,2,8,8,3
3549,4161,2.0,1,1.0,3,9,10,1,9,2,7,8,5,6,6,9
3552,4167,5.0,1,2.0,1,6,8,9,5,6,5,9,2,8,4,10
3553,4168,0.0,0,1.0,3,4,5,6,2,4,3,5,8,8,2,2
3557,4173,1.0,0,1.0,3,8,8,2,10,3,8,5,8,7,6,7
3560,4176,2.0,1,1.0,3,8,6,6,10,7,9,5,8,5,5,7
3566,4183,3.0,1,7.0,1,10,6,9,6,8,7,8,9,8,4,1
3576,4194,3.0,1,7.0,1,9,4,7,3,9,7,5,9,8,7,7
3577,4195,2.0,1,7.0,1,9,5,10,5,10,9,10,6,10,8,10
3578,4196,3.0,1,3.0,1,7,6,10,7,9,8,10,7,9,2,2
3581,4200,6.0,0,1.0,3,10,9,2,10,1,8,7,7,4,7,8
3590,4215,2.0,1,3.0,1,6,4,8,5,7,5,6,7,5,6,7
3597,4222,4.0,0,9.0,1,1,2,2,2,2,1,2,2,2,2,2
3606,4231,3.0,1,2.0,1,9,10,10,10,7,9,10,5,10,9,1
3608,4233,2.0,1,2.0,1,8,3,5,4,6,5,3,10,3,10,4
3641,4270,0.0,0,4.0,3,9,7,4,7,4,5,6,9,5,6,7
3643,4272,2.0,1,2.0,1,8,4,4,7,7,6,3,10,6,2,2
3670,4300,0.0,0,1.0,3,10,6,10,7,9,9,9,7,9,4,10
3673,4303,6.0,0,5.0,3,9,6,6,6,6,5,5,9,3,6,7
3676,4306,4.0,1,0.0,0,5,9,6,9,10,10,8,6,8,6,9
3685,4318,2.0,1,7.0,1,4,5,8,5,10,10,6,9,3,5,8
3688,4322,5.0,0,5.0,3,6,6,7,6,5,5,7,7,5,9,6
3690,4324,0.0,0,2.0,1,5,10,7,6,7,6,9,3,9,4,10
3692,4327,1.0,0,2.0,1,10,7,4,8,9,9,5,10,5,5,7
3693,4328,4.0,0,1.0,3,6,3,10,4,8,6,8,5,9,4,9
3694,4329,6.0,1,1.0,3,9,10,5,9,8,8,8,3,7,6,1
3699,4334,1.0,1,7.0,1,7,8,7,9,9,9,8,8,9,6,9
3701,4336,2.0,1,3.0,1,6,10,10,6,7,6,10,4,6,5,10
3710,4348,5.0,1,6.0,0,8,8,6,5,7,6,6,9,7,7,8
3735,4375,2.0,1,3.0,1,5,9,10,8,10,10,10,3,10,7,10
3737,4379,3.0,1,5.0,3,6,9,10,5,5,4,10,6,9,3,10
3739,4381,2.0,0,1.0,3,9,9,5,10,3,8,8,2,9,4,8
3755,4401,3.0,1,3.0,1,10,10,8,10,8,9,10,3,9,7,10
3762,4410,1.0,0,1.0,3,6,9,10,7,9,9,10,6,7,6,10
3766,4415,4.0,1,2.0,1,10,3,9,4,4,3,7,9,9,9,6
3769,4418,3.0,0,1.0,3,7,9,8,7,9,9,8,9,9,4,9
3771,4420,3.0,0,3.0,1,6,10,10,10,9,10,10,3,10,7,10
3780,4431,4.0,1,6.0,0,8,9,8,9,10,10,9,4,7,6,9
3786,4437,4.0,1,3.0,1,10,8,4,9,4,7,6,9,8,8,8
3787,4438,2.0,0,3.0,1,8,8,8,9,9,9,8,9,9,10,4
3792,4443,4.0,0,3.0,1,8,7,3,10,6,8,5,2,9,6,7
3821,4479,2.0,0,3.0,1,10,2,2,1,2,1,1,1,2,1,1
3824,4484,0.0,0,4.0,3,7,3,5,5,4,3,4,8,6,6,6
3825,4485,1.0,0,1.0,3,6,5,8,7,5,5,7,5,7,10,4
3827,4487,2.0,0,5.0,3,8,6,10,7,9,8,9,9,5,6,10
3830,4490,2.0,0,3.0,1,6,10,1,10,3,9,9,4,10,7,9
3847,4508,4.0,1,6.0,0,8,3,10,7,10,9,7,9,6,7,9
3858,4520,1.0,1,3.0,1,10,4,5,4,4,3,4,10,3,9,2
3861,4524,1.0,1,5.0,3,10,6,8,6,6,5,7,9,8,8,7
3865,4529,0.0,1,6.0,0,6,10,9,10,10,10,10,7,8,4,10
3875,4540,3.0,1,7.0,1,5,10,8,10,6,9,10,3,10,7,10
3876,4541,4.0,0,5.0,3,10,10,10,10,9,10,10,3,10,7,3
3881,4546,3.0,1,7.0,1,10,10,3,10,6,9,8,6,8,4,2
3888,4554,3.0,0,1.0,3,8,7,2,8,1,5,4,8,6,5,6
3902,4570,3.0,1,0.0,0,10,9,10,10,10,10,10,9,8,4,9
3904,4573,3.0,1,1.0,3,6,6,5,4,5,4,5,8,4,6,7
3914,4586,1.0,1,1.0,3,5,9,5,8,8,8,6,6,10,9,6
3930,4606,4.0,1,3.0,1,9,5,2,5,2,3,3,6,8,9,4
3933,4610,3.0,1,1.0,3,8,10,10,9,7,7,10,7,10,3,10
3936,4613,1.0,1,2.0,1,10,5,8,4,9,8,6,9,6,10,5
3942,4620,3.0,1,2.0,1,7,4,9,5,6,5,7,6,8,6,8
3945,4623,4.0,0,1.0,3,8,8,7,9,8,8,8,8,6,8,9
3957,4636,1.0,0,3.0,1,7,8,10,7,4,5,10,6,8,6,10
3963,4643,1.0,1,3.0,1,5,5,8,4,8,6,6,9,3,7,7
3967,4647,3.0,1,2.0,1,7,10,6,10,6,9,9,8,10,6,10
3982,4664,1.0,0,5.0,3,6,10,8,10,6,8,10,2,10,6,10
3989,4672,3.0,0,1.0,3,7,5,8,6,7,6,6,10,5,4,8
4003,4690,1.0,0,5.0,3,9,7,9,8,9,8,8,10,5,6,9
4007,4696,1.0,0,5.0,3,6,5,4,6,3,4,4,7,5,5,6
4011,4701,2.0,1,6.0,0,5,9,4,7,3,4,7,8,8,8,8
4037,4731,2.0,1,1.0,3,7,9,8,9,4,6,9,3,8,8,10
4051,4745,4.0,1,1.0,3,7,5,9,6,9,9,7,7,7,3,9
4055,4750,4.0,0,1.0,3,6,8,8,8,5,6,7,7,10,6,9
4062,4757,2.0,1,2.0,1,8,10,10,10,8,9,10,5,10,3,10
4084,4786,1.0,1,1.0,3,9,4,3,4,6,4,3,10,3,4,5
4091,4793,3.0,0,3.0,1,7,10,4,10,8,9,8,8,8,4,9
4093,4795,1.0,0,1.0,3,9,10,9,10,7,9,10,6,10,5,10
4095,4797,3.0,1,2.0,1,9,10,5,10,4,9,8,7,9,6,9
4110,4818,2.0,1,2.0,1,8,8,9,10,8,9,9,8,10,4,9
4115,4824,2.0,1,2.0,1,8,5,8,7,5,5,6,9,6,4,8
4117,4826,3.0,0,5.0,3,6,3,5,3,4,3,3,10,3,4,5
4118,4827,3.0,0,1.0,3,8,5,6,7,10,9,6,4,9,7,7
4121,4831,1.0,1,7.0,1,9,5,8,4,4,3,5,10,5,5,7
4122,4832,2.0,0,0.0,0,8,10,9,10,10,10,10,6,10,10,10
4141,4854,4.0,0,5.0,3,10,4,8,4,5,4,5,9,5,7,7
4147,4861,3.0,1,5.0,3,6,10,7,9,6,7,9,6,9,10,9
4152,4866,3.0,1,0.0,0,10,2,4,3,7,6,2,10,2,4,4
4153,4867,0.0,0,1.0,3,6,1,1,1,2,2,1,2,1,1,1
4154,4868,2.0,1,0.0,0,8,9,9,10,9,10,9,7,7,10,9
4163,4877,2.0,1,3.0,1,7,10,10,10,10,10,10,5,10,10,10
4171,4886,5.0,1,1.0,3,7,8,6,8,4,5,7,6,6,8,8
4187,4904,5.0,1,1.0,3,7,9,9,9,7,8,9,3,9,6,10
4193,4911,0.0,0,5.0,3,7,4,8,3,4,3,5,9,8,7,7
4196,4914,2.0,0,5.0,3,9,4,10,5,6,5,9,7,5,8,9
4198,4916,3.0,1,0.0,0,9,3,5,4,6,4,3,10,3,6,5
4211,4930,3.0,0,1.0,3,8,2,5,1,4,3,2,10,2,8,4
4230,4949,5.0,1,1.0,3,10,5,10,4,7,6,8,9,5,9,8
4245,4964,4.0,0,1.0,3,7,7,10,5,7,5,9,8,10,3,10
4255,4979,5.0,1,0.0,0,8,10,8,10,9,10,10,2,8,4,10
4260,4984,2.0,0,5.0,3,6,10,5,7,3,4,8,6,9,7,9
4272,4996,1.0,0,5.0,3,3,8,4,6,6,6,6,6,4,5,8
4276,5001,2.0,1,3.0,1,6,9,10,9,8,8,10,3,9,6,10
4283,5008,3.0,0,3.0,1,10,3,9,3,6,4,8,4,7,4,8
4292,5018,1.0,0,5.0,3,6,1,1,2,3,2,1,2,1,2,2
4300,5030,4.0,1,1.0,3,7,10,1,10,2,9,8,5,10,2,3
4305,5037,2.0,1,6.0,0,8,4,9,3,8,7,6,9,3,9,6
4306,5038,3.0,0,1.0,3,9,6,10,9,9,9,9,9,8,9,9
4313,5046,1.0,0,3.0,1,10,5,6,4,7,5,4,5,9,3,7
4323,5056,3.0,0,3.0,1,8,3,8,4,9,8,5,7,9,7,7
4333,5070,4.0,1,1.0,3,6,10,6,9,7,8,10,6,10,6,3
4339,5076,4.0,1,0.0,0,9,4,2,3,1,2,2,10,3,1,3
4342,5080,3.0,1,6.0,0,8,4,9,5,10,10,8,8,5,9,7
4346,5084,2.0,1,3.0,1,7,10,8,10,10,10,10,7,8,8,10
4349,5087,6.0,0,5.0,3,9,4,4,4,5,4,3,10,3,5,6
4359,5099,6.0,0,5.0,3,10,8,10,9,6,7,10,4,7,9,9
4379,5123,5.0,0,0.0,0,8,9,10,6,10,9,10,2,8,8,10
4381,5125,3.0,1,7.0,1,6,10,9,8,6,7,10,7,8,7,10
4383,5127,0.0,1,7.0,1,7,6,2,8,3,5,4,9,7,10,4
4385,5129,4.0,1,6.0,0,8,2,3,3,2,1,2,1,2,1,3
4388,5134,4.0,0,1.0,3,9,5,10,5,9,8,10,7,6,5,10
4389,5136,2.0,0,1.0,3,9,6,8,10,8,9,7,6,9,10,4
4419,5175,3.0,0,1.0,3,6,4,7,5,9,9,5,9,5,4,6
4422,5179,3.0,0,2.0,1,9,3,8,4,7,6,6,10,3,8,7
4434,5195,2.0,0,1.0,3,6,9,4,7,3,4,8,4,8,9,5
4437,5199,1.0,1,0.0,0,9,5,2,8,3,5,3,10,3,4,4
4443,5207,6.0,0,6.0,0,9,4,9,6,6,5,6,9,6,9,7
4452,5219,3.0,0,3.0,1,10,7,10,10,10,10,10,3,9,9,7
4458,5225,3.0,0,11.0,1,9,10,10,10,10,10,10,3,9,7,10
4459,5226,2.0,0,3.0,1,6,10,4,7,9,9,8,4,6,7,3
4465,5232,3.0,0,3.0,1,7,6,6,8,9,9,7,5,9,4,8
4478,5246,4.0,1,1.0,3,9,8,8,10,6,8,8,5,9,5,9
4488,5260,1.0,1,1.0,3,6,4,2,5,1,3,2,8,3,6,4
4492,5264,4.0,1,1.0,3,6,10,4,8,3,5,8,6,6,8,9
4499,5272,1.0,1,3.0,1,7,9,6,9,5,7,7,4,8,10,5
4503,5276,2.0,0,10.0,3,6,2,4,2,5,3,3,7,7,5,2
4515,5288,3.0,0,0.0,0,6,1,1,1,2,2,1,1,1,1,1
4520,5293,4.0,0,1.0,3,10,9,9,7,5,5,10,9,9,6,3
4524,5298,4.0,1,8.0,0,10,10,8,10,9,10,10,4,10,1,1
4549,5326,5.0,0,5.0,3,5,8,4,6,5,5,5,9,4,6,7
4551,5328,3.0,1,0.0,0,8,5,5,8,4,6,5,7,6,5,4
4563,5342,2.0,1,2.0,1,10,9,9,8,6,6,9,9,9,7,9
4568,5347,3.0,1,3.0,1,10,4,6,4,10,9,4,7,9,4,6
4571,5351,2.0,1,2.0,1,10,7,4,9,6,7,5,9,8,9,4
4583,5363,2.0,1,0.0,0,10,10,10,9,8,9,10,8,10,10,10
4586,5366,2.0,0,3.0,1,10,10,3,10,8,10,8,8,10,3,2
4594,5376,3.0,1,1.0,3,5,8,7,7,8,8,7,7,8,3,8
4604,5386,0.0,0,1.0,3,9,5,8,5,10,9,6,8,6,10,4
4617,5400,2.0,0,5.0,3,9,7,5,8,3,5,5,9,4,4,7
4623,5406,2.0,1,0.0,0,8,1,1,1,1,1,1,1,1,1,1
4630,5414,1.0,0,1.0,3,9,3,7,4,8,6,5,10,3,4,6
4640,5426,5.0,1,3.0,1,6,6,10,9,10,10,10,2,9,9,5
4649,5437,0.0,0,5.0,3,5,4,10,4,7,5,8,3,9,9,7
4674,5467,5.0,1,1.0,3,5,7,9,10,6,8,8,3,9,5,9
4700,5499,3.0,1,1.0,3,5,9,8,8,7,7,8,6,5,8,7
4703,5502,4.0,0,3.0,1,6,8,8,9,7,8,8,7,5,4,9
4712,5513,4.0,1,0.0,0,5,9,9,9,10,10,10,5,7,4,10
4721,5523,1.0,0,3.0,1,10,3,8,1,5,3,4,5,8,5,6
4738,5542,4.0,1,7.0,1,10,5,5,7,4,5,4,10,5,9,4
4740,5544,4.0,1,3.0,1,6,10,9,8,9,9,10,4,9,4,10
4741,5545,4.0,0,1.0,3,9,6,5,8,3,5,5,8,4,4,6
4744,5548,4.0,0,1.0,3,8,1,1,2,1,1,1,2,1,1,1
4750,5555,1.0,0,7.0,1,10,10,7,10,6,9,9,3,9,10,8
4754,5559,5.0,1,5.0,3,6,9,3,8,1,5,6,8,5,5,7
4785,5600,1.0,0,2.0,1,7,6,8,3,7,5,6,6,9,8,7
4794,5609,3.0,1,1.0,3,10,6,7,7,6,6,6,5,9,5,8
4799,5616,6.0,1,6.0,0,7,7,3,5,8,6,5,3,6,8,4
